ec2_count,ec2_total_memory,ec2_total_vcpu,rds_count,rds_total_memory,rds_multi_az,ebs_volume_count,ebs_total_gb,s3_bucket_count,s3_total_gb,has_nat_gateway,has_load_balancer,total_resources,monthly_cost
1,2.0,2,1,4.0,1,15,9125,8,29329,0,0,25,2512.18
8,141.0,42,1,8.0,0,13,6364,10,43982,1,1,34,2965.33
5,160.0,30,5,162.0,1,7,4790,7,27763,0,1,25,6101.18
10,96.0,34,1,16.0,0,3,1191,7,31685,0,1,22,2203.05
4,128.0,26,5,94.0,1,18,9950,5,18157,1,0,33,5373.11
4,46.0,14,1,32.0,0,6,3930,4,28760,0,0,15,1686.7
9,225.0,48,4,112.0,1,8,2367,2,11114,1,0,24,5309.02
5,144.0,38,1,1.0,0,11,6199,6,30634,1,0,24,3345.41
4,60.0,16,2,80.0,0,2,1276,3,18782,1,1,13,1773.45
1,16.0,4,0,0.0,1,11,5268,0,0,0,1,13,1773.74
6,98.5,22,1,2.0,1,10,5246,3,14000,1,1,22,2383.24
9,125.0,30,5,121.0,0,13,5754,7,33291,1,0,35,4102.12
5,29.0,12,5,64.0,0,19,9912,9,37820,0,1,39,3984.0
7,143.5,34,5,162.0,0,0,0,7,41827,1,0,20,3646.92
7,77.5,24,1,16.0,0,18,8742,10,63150,1,1,38,4514.67
9,200.5,44,3,97.0,1,14,8134,9,45338,1,0,36,5313.86
8,169.5,46,5,124.0,1,9,4978,2,10818,0,0,24,5160.28
0,0.0,0,0,0.0,0,10,3606,0,0,1,0,11,1357.59
1,16.0,4,4,102.0,1,3,2663,4,16198,0,1,13,2442.48
0,0.0,0,0,0.0,0,5,1791,8,37024,0,0,13,1098.56
6,89.0,20,5,169.0,1,20,10040,9,40519,1,1,42,7115.85
8,101.0,26,4,99.0,0,4,2156,4,26709,1,1,22,2915.3
8,115.0,30,2,20.0,1,7,2900,2,11861,1,1,21,2674.72
9,170.5,40,4,70.0,0,11,7764,10,47238,1,0,35,3722.4
6,82.0,22,2,24.0,0,7,3496,9,54659,0,1,25,3359.77
5,76.0,22,2,33.0,0,5,2683,5,33468,0,0,17,1990.48
1,32.0,8,3,65.0,0,1,228,9,51613,0,0,14,1876.48
4,18.5,10,3,26.0,1,5,2882,8,25938,1,1,22,2480.7
2,20.0,6,2,48.0,1,19,8904,5,14429,1,0,29,3206.65
0,0.0,0,2,72.0,1,13,6684,9,53386,1,0,25,4617.1
2,40.0,8,5,52.0,0,14,9482,0,0,1,0,22,2651.52
3,10.5,8,4,112.0,0,5,3664,1,8545,0,1,14,1998.79
1,1.0,2,4,21.0,0,14,6878,4,20400,0,1,24,2143.95
7,212.5,44,1,16.0,1,13,7667,5,26700,1,1,28,4847.99
1,0.5,2,3,97.0,0,16,10088,9,35405,0,0,29,3885.81
3,11.0,6,3,104.0,1,11,5086,3,7465,1,1,22,3923.71
9,233.0,50,1,4.0,0,20,10318,5,27011,0,1,36,4101.27
6,69.0,22,1,32.0,0,9,4460,10,60856,1,0,27,2956.59
6,146.0,36,2,72.0,1,3,2562,6,38954,0,1,18,3724.95
9,148.5,32,5,100.0,1,7,1870,6,32065,0,1,28,3655.75
2,96.0,20,1,2.0,0,3,1731,6,26667,0,1,13,1602.47
8,192.0,52,0,0.0,1,1,684,10,45035,1,1,21,2466.63
10,210.0,52,2,40.0,1,3,1358,3,16479,1,0,19,3259.02
8,164.5,38,0,0.0,1,18,8738,6,32500,1,0,33,4381.02
1,16.0,4,0,0.0,1,5,3263,5,17957,0,1,12,1183.54
6,96.5,28,0,0.0,1,16,7204,2,12755,1,0,25,2927.19
5,57.0,18,1,32.0,0,16,8544,1,1029,0,1,24,2361.52
1,2.0,2,1,2.0,0,12,5740,1,4946,1,0,16,1798.11
7,122.5,34,0,0.0,0,1,341,1,2012,1,1,11,1696.26
2,12.0,4,0,0.0,0,10,5422,10,54516,1,0,23,2106.67
9,148.0,34,3,40.0,0,0,0,4,22684,0,1,17,2042.6
5,74.0,20,0,0.0,1,14,7361,10,33334,0,0,29,3023.57
3,32.0,6,5,98.0,1,11,5728,9,37917,0,1,29,4850.26
10,244.0,54,5,30.0,1,19,9538,3,12342,1,1,39,4274.94
7,84.0,24,3,144.0,0,0,0,3,12722,0,0,13,2373.14
0,0.0,0,2,16.0,1,0,0,0,0,1,0,3,439.42
5,60.5,18,0,0.0,1,12,5630,9,41307,0,1,27,2694.04
7,196.0,30,5,56.0,1,20,12314,9,36883,0,0,41,5087.15
7,110.5,32,0,0.0,1,12,6701,6,26011,0,1,26,2845.28
6,128.0,32,1,4.0,0,9,5100,3,10730,0,0,19,2391.43
8,141.0,36,4,97.0,1,1,510,0,0,1,0,14,3257.29
2,64.0,16,1,2.0,0,10,4182,1,1234,1,0,15,2060.27
8,221.0,48,2,17.0,1,2,727,2,9978,1,1,16,2735.2
10,333.0,82,2,33.0,1,19,10240,1,6994,1,0,33,5768.59
5,48.0,16,0,0.0,1,13,6565,2,8858,0,1,21,1438.75
8,192.5,40,1,16.0,1,1,81,0,0,0,1,11,1843.81
4,72.0,18,3,11.0,1,8,3279,7,45610,0,1,23,2505.88
6,204.0,44,4,128.0,1,20,9864,3,13241,1,0,34,6372.3
6,108.5,24,4,96.0,0,6,2043,4,3691,1,0,21,2179.59
7,224.0,52,5,138.0,1,11,5358,3,22111,0,1,27,6173.45
5,90.0,18,0,0.0,0,5,2772,2,16721,1,0,13,1400.54
2,32.0,6,1,64.0,1,4,828,9,52601,0,1,17,2267.03
1,8.0,4,5,49.0,1,1,195,10,49687,1,1,19,2464.78
5,90.0,22,4,78.0,1,12,7713,0,0,0,0,21,3503.26
2,16.0,6,4,35.0,0,17,10060,2,16038,1,0,26,2768.36
2,96.0,16,5,87.0,1,15,6706,8,32157,1,1,32,3841.28
8,53.0,18,1,16.0,1,14,8383,2,9761,1,0,26,2020.82
4,80.0,26,3,35.0,0,5,2051,10,56380,1,1,24,2994.5
2,4.0,4,5,81.0,1,8,4915,0,0,0,1,16,2632.69
8,92.5,24,2,18.0,0,18,6797,0,0,1,1,30,2771.39
2,40.0,8,4,52.0,0,16,9469,4,25460,1,0,27,2793.8
8,227.0,56,5,56.0,0,17,8829,6,27759,0,1,37,4747.03
8,174.0,44,3,56.0,0,8,4394,2,10682,0,0,21,3982.71
7,120.0,36,3,80.0,1,9,4808,4,12068,0,0,23,4021.82
7,166.5,30,0,0.0,0,2,413,5,20652,1,0,15,1668.91
1,4.0,2,1,16.0,1,11,4118,5,25131,0,1,19,1714.89
8,208.0,46,3,52.0,1,18,9791,7,21546,1,0,37,5003.33
0,0.0,0,4,81.0,0,19,9085,8,40869,1,1,33,2864.92
10,254.0,40,0,0.0,1,5,2258,4,11907,0,1,20,2266.08
10,293.0,64,2,20.0,0,2,1600,8,45983,0,0,22,3663.31
8,170.5,52,4,120.0,0,12,6252,3,14266,0,0,27,4784.15
10,153.5,42,2,96.0,0,6,3998,4,20314,0,1,23,3391.91
1,64.0,8,2,10.0,1,6,2298,10,32775,1,1,21,1961.43
0,0.0,0,3,14.0,1,8,4652,4,19773,1,0,16,2043.72
4,20.0,8,2,48.0,0,13,5906,7,36051,0,0,26,2955.16
0,0.0,0,0,0.0,0,0,0,1,6230,0,1,2,153.48
8,257.0,56,0,0.0,1,4,2777,2,11056,0,0,14,2716.99
0,0.0,0,3,80.0,1,20,11671,1,7359,1,0,25,4274.51
5,104.0,36,5,113.0,1,2,256,2,6376,1,1,16,3793.06
8,72.0,20,5,54.0,0,2,662,4,18407,1,1,21,1846.08
10,199.0,54,4,129.0,1,11,6758,8,40397,1,0,34,6268.28
6,88.5,28,4,112.0,0,10,4461,9,34516,0,0,29,3913.4
9,148.0,44,3,84.0,1,2,597,4,21724,0,0,18,3775.38
0,0.0,0,3,20.0,0,10,5409,1,3230,1,1,16,1986.02
10,187.5,50,2,6.0,0,2,1134,10,45995,1,0,25,2769.17
10,295.0,62,3,9.0,0,1,844,4,17315,0,1,19,2768.87
6,62.0,14,2,65.0,1,3,1600,1,3327,1,0,13,2064.1
6,59.0,24,4,96.0,1,12,6719,2,15730,1,0,25,3811.6
4,84.0,24,5,60.0,0,17,9735,1,9173,0,1,28,3340.19
9,133.0,42,4,160.0,0,1,409,0,0,0,1,15,2610.45
9,137.0,52,3,64.0,0,15,8343,5,22900,1,0,33,3985.25
1,2.0,2,1,32.0,0,3,1478,7,32306,0,1,13,905.96
10,139.0,44,3,128.0,0,5,2214,10,57274,0,0,28,3687.51
0,0.0,0,2,64.0,0,12,6125,0,0,1,0,15,1693.29
7,153.0,30,4,69.0,1,0,0,1,6501,1,1,14,2809.9
10,141.5,32,5,84.0,1,1,463,2,9286,0,1,19,3417.83
4,56.0,20,0,0.0,1,14,8476,5,31966,0,1,24,2985.58
1,16.0,4,0,0.0,1,7,2707,0,0,1,1,10,1214.5
7,132.5,28,4,45.0,0,18,7638,7,28394,0,1,37,3656.07
1,8.0,2,0,0.0,0,8,2534,6,36288,1,0,16,1909.28
7,130.0,34,1,16.0,0,7,3392,3,15762,0,0,18,2493.89
3,48.5,10,2,48.0,0,11,6092,6,36616,0,0,22,2652.51
8,180.0,40,3,104.0,1,17,6780,4,19572,1,0,33,5658.67
1,4.0,2,4,45.0,1,14,7964,1,3117,1,1,22,3609.73
5,72.5,20,5,78.0,1,16,7958,1,5408,1,0,28,4619.21
2,10.0,6,5,30.0,0,1,909,1,408,1,1,11,736.65
1,32.0,8,4,54.0,0,15,9763,7,33563,0,1,28,3649.06
5,160.0,44,5,110.0,0,12,6854,4,25304,0,0,26,5119.73
6,106.5,24,3,25.0,0,1,620,4,8340,1,1,16,1461.85
5,128.0,28,5,184.0,0,13,5962,9,40217,1,1,34,5449.54
8,264.0,52,4,68.0,1,9,3848,3,19397,0,0,24,5204.21
0,0.0,0,3,48.0,1,0,0,0,0,0,1,4,976.78
0,0.0,0,5,128.0,0,9,3992,5,30639,1,0,20,3704.68
1,2.0,2,2,48.0,1,12,6063,10,36777,0,1,26,3477.14
5,48.5,12,1,64.0,1,5,1250,5,20615,0,1,17,1979.0
5,19.5,10,3,40.0,0,17,5925,3,15897,0,0,28,2483.54
10,145.0,32,2,40.0,1,9,4093,8,41619,0,0,29,3398.06
10,154.0,46,4,84.0,1,7,3556,1,2618,1,0,23,4224.2
10,206.5,58,5,137.0,1,17,9149,5,14541,1,0,38,6153.14
8,220.0,50,1,2.0,1,14,5023,5,23713,0,1,29,3693.2
10,194.5,38,1,32.0,0,3,1969,8,43302,0,1,23,2817.24
2,24.0,6,0,0.0,1,19,12813,4,7715,0,0,25,3581.88
3,96.0,24,1,8.0,1,7,3930,6,35961,0,0,17,2702.58
9,312.0,80,5,121.0,1,17,8814,3,9778,0,0,34,7267.83
8,138.0,34,3,100.0,0,15,8170,7,33965,1,1,35,4493.02
5,113.0,24,0,0.0,0,19,11483,7,31988,1,0,32,3090.07
1,32.0,8,2,48.0,1,3,1120,9,48255,0,1,16,2646.42
0,0.0,0,5,50.0,1,1,553,6,28714,0,0,12,1989.36
3,96.0,22,4,144.0,0,13,6924,2,12416,1,0,23,3706.96
5,130.0,30,2,17.0,1,18,9001,0,0,0,1,26,3731.4
7,144.5,36,5,44.0,1,4,2760,3,23604,1,0,20,3221.65
10,240.5,58,2,24.0,0,19,8615,6,35126,1,1,39,4891.98
6,98.0,28,1,32.0,1,6,2281,0,0,0,1,14,2066.98
2,16.0,6,1,16.0,0,3,362,2,3688,0,1,9,621.79
10,201.0,44,5,114.0,0,5,2846,1,6541,1,0,22,3050.98
2,8.5,4,0,0.0,0,3,867,7,49785,0,1,13,1456.23
5,105.0,30,5,107.0,0,19,6031,4,26889,1,0,34,4518.37
5,82.5,16,1,1.0,0,1,269,5,14343,0,0,12,1026.64
9,308.0,62,3,96.0,0,5,2584,6,43828,1,0,24,5040.41
6,59.0,20,0,0.0,1,13,8197,5,24112,1,1,26,2823.73
0,0.0,0,0,0.0,1,8,2535,3,17062,0,1,12,1253.7
4,137.0,22,5,40.0,1,2,1410,7,31011,1,1,20,2834.23
3,88.0,18,5,62.0,0,16,7406,7,39444,0,0,31,3736.71
2,32.0,6,3,42.0,0,4,2628,5,29817,0,1,15,1673.97
1,16.0,8,0,0.0,1,3,1892,10,42975,0,0,14,1812.69
2,12.0,4,4,88.0,1,1,679,9,44153,1,1,18,3178.39
4,44.0,12,1,4.0,0,11,6888,2,8521,1,1,20,1976.45
1,16.0,4,2,24.0,0,3,1447,8,32286,1,0,15,1493.53
9,186.5,48,1,64.0,0,0,0,5,27487,1,1,17,2875.42
0,0.0,0,0,0.0,0,18,8948,8,55461,0,1,27,3431.21
1,16.0,8,4,72.0,1,13,6033,0,0,1,1,20,2706.17
4,25.5,10,0,0.0,0,7,3001,2,12396,0,0,13,1154.07
1,64.0,16,4,64.0,1,15,7260,4,15899,1,0,25,4056.94
9,105.5,38,0,0.0,0,6,3296,6,17267,0,0,21,2078.41
0,0.0,0,5,112.0,0,0,0,4,24701,0,0,9,1693.94
4,40.5,14,2,18.0,1,13,6583,3,18312,1,1,24,2916.99
0,0.0,0,2,96.0,1,7,4741,2,10458,0,1,12,2929.02
5,118.0,20,0,0.0,0,4,2379,8,32856,1,1,19,1893.0
10,154.5,42,1,1.0,1,9,3678,0,0,0,1,21,2284.05
5,120.0,26,0,0.0,1,12,5718,3,10336,0,1,21,2556.84
3,50.0,14,4,54.0,0,13,8495,9,36888,0,1,30,3267.15
4,120.0,30,1,1.0,1,10,6089,5,20836,0,0,20,2786.41
10,125.0,36,3,84.0,1,4,2359,2,10190,1,1,21,3559.92
10,216.0,56,1,64.0,0,4,1379,3,17076,0,1,19,2960.59
9,229.0,66,3,17.0,0,20,8916,5,22237,0,0,37,4814.56
7,52.5,20,4,112.0,1,5,2955,8,45561,0,0,24,4302.81
6,148.0,34,2,72.0,0,20,9887,8,46510,0,0,36,5283.06
10,193.0,42,1,8.0,0,4,1254,0,0,0,0,15,2267.66
2,16.5,4,2,20.0,1,13,7075,10,59531,0,0,27,3926.54
10,147.5,32,1,2.0,0,14,7573,9,43301,1,0,35,3890.52
8,61.0,26,4,43.0,0,10,4242,2,10877,1,0,25,2157.31
8,216.0,56,4,105.0,0,8,3069,2,16767,0,1,23,4045.18
6,130.0,20,1,16.0,1,2,1339,10,44918,0,0,19,2471.57
7,107.0,28,0,0.0,1,17,9600,4,28427,0,0,28,2390.27
9,112.5,28,0,0.0,1,5,2342,1,7391,1,1,17,1662.53
2,96.0,16,5,100.0,1,7,2422,6,28514,1,0,21,4261.07
9,181.0,48,5,144.0,1,17,8406,5,20295,0,0,36,7105.58
5,96.0,26,1,8.0,0,9,6544,4,23792,1,0,20,2947.81
0,0.0,0,4,19.0,0,11,7379,10,43802,1,1,27,2261.47
7,102.0,30,5,53.0,1,6,2433,2,5085,0,1,21,2834.62
6,51.0,18,3,74.0,1,6,2254,6,29130,1,1,23,2674.6
6,132.5,32,5,74.0,0,8,4165,9,63941,0,0,28,4321.43
2,40.0,12,3,104.0,0,20,10403,2,15573,0,1,28,4123.34
4,32.0,8,3,80.0,0,9,4046,2,13791,0,1,19,1830.79
0,0.0,0,2,96.0,1,5,2251,0,0,0,0,7,2073.74
6,104.0,34,5,114.0,1,16,8068,8,26140,1,0,36,6479.01
8,171.0,44,1,16.0,0,14,7109,2,2187,1,0,26,3353.55
6,134.5,30,2,6.0,0,18,7868,0,0,1,0,27,2370.64
10,158.5,42,0,0.0,0,18,8791,7,29645,0,1,36,3738.14
4,14.5,10,1,32.0,1,1,22,4,22958,1,0,11,1782.29
5,49.0,16,4,77.0,0,16,6795,2,10799,0,0,27,2067.11
0,0.0,0,5,61.0,1,1,817,4,12175,1,1,12,2350.31
5,184.0,46,2,9.0,1,11,5793,6,35786,1,1,26,3569.37
9,222.0,64,1,16.0,0,12,4318,8,31750,0,0,30,3883.08
10,225.0,48,0,0.0,1,0,0,3,10108,1,0,14,1842.8
7,160.5,50,1,32.0,0,20,10262,2,9774,0,1,31,4785.05
10,171.0,34,2,18.0,0,2,1823,6,30997,0,0,20,2508.35
5,120.0,24,2,68.0,1,5,1885,2,10817,1,0,15,3225.89
9,221.0,52,1,16.0,1,10,6436,8,32333,1,1,30,4298.57
0,0.0,0,0,0.0,0,12,5494,2,3001,1,0,15,1377.9
8,108.5,30,2,40.0,0,12,8869,8,36354,1,1,32,4017.82
5,149.0,32,5,80.0,0,14,6818,8,61116,0,0,32,4323.35
5,112.5,26,1,64.0,1,19,10801,10,57186,1,1,37,5787.28
10,199.5,68,4,152.0,1,10,4080,8,37121,0,0,32,6240.51
5,34.5,10,0,0.0,1,15,7436,2,10915,0,1,23,1949.36
2,24.0,6,2,96.0,0,15,7710,6,28309,1,1,27,3678.02
3,80.0,24,2,20.0,1,4,705,7,38385,0,1,17,2382.15
8,197.0,44,1,32.0,0,9,5259,5,18958,1,1,25,3499.41
10,284.0,70,0,0.0,1,17,9666,8,42408,1,1,37,5070.3
0,0.0,0,0,0.0,1,18,8772,8,32701,0,1,27,2975.8
9,115.5,30,2,72.0,1,14,7479,1,3756,0,0,26,4012.87
6,137.0,28,1,2.0,0,4,1374,10,49087,0,1,22,2471.47
8,162.0,44,3,72.0,1,1,914,10,55874,0,0,22,4367.82
2,32.0,12,1,64.0,1,15,9923,1,6123,0,1,20,3839.46
3,128.0,28,3,80.0,0,18,10104,10,39023,0,0,34,4273.68
0,0.0,0,3,3.0,1,11,6124,2,9738,1,1,18,2103.94
10,255.0,70,2,10.0,0,12,5351,5,28954,0,1,30,4341.2
8,122.0,36,3,52.0,0,3,741,10,46961,1,1,26,2787.63
8,186.0,44,5,124.0,0,0,0,9,53653,1,0,23,4255.42
8,157.0,38,0,0.0,0,20,8842,5,34304,1,0,34,3440.92
9,146.0,34,3,25.0,0,2,574,10,60931,1,1,26,2844.85
5,85.0,28,5,83.0,1,7,3607,3,15082,1,0,21,3232.23
0,0.0,0,4,29.0,0,2,1200,5,28686,0,1,12,1222.04
8,123.0,34,0,0.0,0,6,3981,9,37158,1,0,24,2931.37
5,97.0,22,0,0.0,0,17,10759,9,44185,0,1,32,3778.64
9,82.5,30,5,86.0,1,19,9367,6,38902,1,1,41,5388.82
3,48.0,12,4,72.0,0,11,4647,2,11954,0,0,20,2371.91
7,216.0,48,5,104.0,1,9,5797,4,17788,1,1,27,5933.42
3,12.5,6,4,136.0,1,14,6785,7,43382,0,0,28,5148.24
4,70.0,22,5,121.0,0,17,9930,9,45587,1,1,37,4714.17
9,188.0,36,0,0.0,1,9,3899,3,22349,0,1,22,2403.86
8,48.0,24,1,64.0,0,2,1044,2,16655,1,1,15,1950.16
4,136.0,28,0,0.0,1,14,9987,10,56602,1,1,30,3777.95
5,86.0,28,0,0.0,1,18,8878,2,6892,0,0,25,2701.49
3,36.0,14,3,97.0,1,5,1536,3,18321,1,1,16,3023.39
2,36.0,6,3,36.0,0,15,10305,8,39832,1,0,29,2989.59
2,16.0,6,1,16.0,0,19,8589,8,46278,1,0,31,2655.56
2,72.0,10,4,74.0,1,16,7138,6,22547,0,0,28,3481.08
0,0.0,0,1,8.0,1,9,3954,0,0,1,1,12,1637.21
0,0.0,0,2,72.0,0,11,3876,0,0,1,1,15,2689.15
3,26.0,6,3,11.0,1,4,1528,1,759,0,0,11,902.05
10,298.0,68,5,32.0,1,16,8802,0,0,1,1,33,4509.99
10,277.0,48,3,88.0,1,19,10978,9,40447,1,0,42,6595.91
4,40.0,12,4,57.0,1,4,2197,0,0,1,1,14,2535.41
3,50.0,18,1,32.0,0,13,7510,5,39227,0,1,23,2900.33
6,108.0,26,5,30.0,1,7,3533,4,28678,0,1,23,3723.53
9,148.0,40,0,0.0,0,6,2364,5,20536,0,0,20,2344.73
4,114.0,22,0,0.0,1,11,6152,6,27356,1,1,23,2479.23
1,0.5,2,1,8.0,0,11,6149,2,6191,1,0,16,1164.96
0,0.0,0,3,33.0,0,10,4645,6,28550,0,0,19,1729.43
8,145.5,40,3,69.0,0,19,8802,1,8655,1,1,33,5122.99
8,225.0,58,4,84.0,0,18,9609,7,39360,0,1,38,6045.21
2,20.0,6,2,20.0,1,3,1077,9,43068,1,1,18,1889.36
2,18.0,6,3,72.0,0,20,9606,7,47100,1,1,34,3877.66
2,36.0,10,1,16.0,0,4,1893,4,13279,0,0,11,1355.34
5,97.0,20,3,26.0,0,8,2575,5,12208,0,0,21,2298.18
0,0.0,0,4,36.0,1,8,3028,2,14344,0,0,14,1695.82
0,0.0,0,2,12.0,1,17,7366,2,6729,1,1,23,2271.16
10,167.5,40,5,83.0,1,17,9248,3,17315,0,0,35,4281.16
5,121.0,32,5,54.0,1,15,8670,5,28558,0,0,30,4616.82
7,93.0,26,2,34.0,1,8,3262,5,27043,1,1,24,3100.54
10,222.5,56,3,56.0,1,0,0,7,42546,1,1,22,4301.4
0,0.0,0,1,8.0,0,6,2665,7,50122,1,0,15,1371.93
0,0.0,0,1,32.0,0,20,8340,5,31812,0,1,27,2202.72
5,136.0,36,2,20.0,1,12,6343,1,5089,0,0,20,3672.55
4,192.0,40,4,98.0,1,6,2832,8,46960,1,0,23,4589.59
6,120.0,28,1,8.0,0,1,733,4,22865,0,1,13,1886.72
5,100.0,28,0,0.0,0,1,547,6,32912,0,1,13,1584.33
10,272.5,60,5,81.0,0,11,6198,10,55321,0,0,36,4774.25
0,0.0,0,5,57.0,1,14,6164,1,6075,0,0,20,2804.74
5,137.0,36,2,12.0,0,4,1911,2,14941,0,1,14,2310.04
5,21.5,10,4,176.0,0,14,8605,9,51658,1,0,33,4442.32
7,252.0,48,2,40.0,1,0,0,1,7368,1,0,11,2826.43
2,3.0,4,3,56.0,1,2,1580,3,15893,1,0,11,1837.04
9,169.0,44,2,18.0,0,18,8575,10,41196,1,0,40,5156.47
3,3.0,6,1,16.0,0,15,8494,0,0,1,1,21,1917.86
5,77.0,20,4,56.0,1,16,7302,8,49021,0,1,34,4591.94
7,58.5,16,3,112.0,1,16,7830,1,3601,1,1,29,4246.97
2,72.0,18,1,32.0,1,8,3200,8,40510,1,1,21,3166.38
3,68.5,12,3,68.0,0,20,7815,1,3213,0,1,28,3778.37
1,64.0,16,4,88.0,1,1,835,8,31181,0,1,15,3013.75
8,111.0,40,0,0.0,0,9,5789,10,43587,1,0,28,3712.7
4,68.0,22,2,20.0,1,12,4749,0,0,0,0,18,2682.53
1,16.0,4,3,25.0,1,13,7028,4,14237,1,1,23,2133.23
8,140.5,38,0,0.0,0,0,0,9,42881,1,1,19,2121.66
0,0.0,0,5,35.0,1,9,5085,7,27522,0,1,22,2736.98
5,104.0,24,0,0.0,0,12,6142,1,7875,1,1,20,3066.04
5,28.0,14,2,40.0,1,11,6441,8,45419,1,0,27,3821.59
2,20.0,10,2,80.0,1,14,8169,1,9954,0,0,19,3873.2
4,29.0,16,4,27.0,1,3,1956,0,0,0,0,11,1273.45
10,214.0,54,5,200.0,1,12,6961,3,17136,0,0,30,7500.5
8,146.0,38,5,180.0,0,10,4072,6,39737,1,0,30,5174.14
9,200.5,50,0,0.0,0,16,7160,5,20097,0,1,31,3442.82
5,93.0,18,4,97.0,1,2,610,2,19048,0,0,13,2931.43
5,148.0,38,5,152.0,0,16,7471,7,31801,0,1,34,4792.61
6,61.5,22,5,101.0,1,16,8380,1,2354,1,1,30,4795.89
9,153.5,34,4,104.0,1,6,2624,5,25650,0,0,24,4041.86
3,144.0,26,3,128.0,1,13,7047,1,32,1,1,22,6384.69
0,0.0,0,4,73.0,1,12,5679,3,16485,0,1,20,3065.11
7,232.5,52,2,24.0,1,12,7541,8,43484,0,1,30,4796.04
2,128.0,24,3,64.0,0,5,2345,3,11598,1,0,14,2833.46
2,48.0,8,0,0.0,0,3,1554,1,3180,0,0,6,589.44
1,16.0,8,4,50.0,0,7,4170,0,0,0,1,13,1725.53
8,62.0,24,5,170.0,0,16,8912,0,0,0,0,29,3870.21
2,32.0,8,0,0.0,0,20,8201,1,3644,1,0,24,2513.6
0,0.0,0,5,105.0,0,6,2582,9,40260,1,0,21,2722.77
2,9.0,4,3,40.0,0,7,3436,6,36077,1,1,20,1701.97
1,64.0,16,4,102.0,1,18,8620,6,21011,1,1,31,4833.07
6,88.0,20,3,72.0,0,10,4349,4,31681,1,1,25,4291.2
5,92.0,26,3,17.0,0,2,1685,10,46215,1,0,21,2331.62
9,210.5,54,1,16.0,1,6,3958,8,42148,1,1,26,3542.35
1,16.0,2,3,14.0,0,16,6701,9,38630,1,0,30,2583.75
8,154.0,32,5,84.0,1,7,3155,0,0,0,1,21,3890.6
1,32.0,4,4,76.0,1,12,6214,3,13244,1,0,21,3415.5
8,121.0,36,2,32.0,0,9,4610,2,2317,1,0,22,1973.52
3,76.0,12,0,0.0,0,12,6022,8,28068,1,0,24,2315.01
6,288.0,52,1,4.0,1,1,884,3,20435,1,0,12,2818.71
1,64.0,8,0,0.0,1,2,323,5,30850,1,0,9,1604.06
4,146.0,30,3,41.0,0,2,1597,4,22405,1,1,15,2279.62
10,204.0,46,3,26.0,1,16,7001,1,2896,1,1,32,3989.88
9,101.0,30,4,86.0,1,3,1245,4,16832,0,0,20,2828.34
4,64.0,14,2,33.0,1,7,3369,9,50945,1,0,23,2665.78
9,161.0,40,3,11.0,0,18,8995,7,31032,1,0,38,3290.56
10,95.5,28,2,66.0,1,14,7317,9,38860,1,0,36,3982.81
5,84.0,22,0,0.0,0,3,1449,8,46994,1,0,17,1762.12
8,178.5,36,0,0.0,1,4,765,3,7092,1,0,16,1990.59
0,0.0,0,5,152.0,1,20,9335,9,45133,1,0,35,6848.97
7,92.5,30,5,82.0,1,19,8728,1,9003,0,1,33,4406.46
7,116.0,28,0,0.0,1,8,4320,7,27152,1,0,23,2430.74
7,154.0,34,0,0.0,1,15,7758,7,40334,1,1,31,3363.04
4,193.0,34,4,96.0,0,1,767,1,1797,0,1,11,2883.76
8,113.0,28,0,0.0,1,8,3555,3,15152,1,0,20,1731.45
4,57.0,20,1,32.0,1,0,0,0,0,1,0,6,1275.84
2,48.0,12,5,137.0,0,20,9562,3,26805,1,0,31,4567.7
2,48.0,10,2,18.0,0,3,1379,5,17699,0,1,13,1109.14
8,103.0,32,5,88.0,0,19,8851,4,17593,0,1,37,4529.02
6,177.0,46,4,48.0,1,20,9723,6,30439,0,0,36,5282.38
7,137.0,42,2,12.0,0,4,1984,0,0,1,1,15,2373.57
8,108.0,34,2,18.0,0,2,294,7,29476,1,0,20,2076.14
6,95.0,30,3,97.0,1,16,8310,10,53275,1,0,36,6283.05
2,24.0,8,2,33.0,1,10,5545,10,68671,0,0,24,3302.93
0,0.0,0,3,80.0,1,5,2454,9,46785,1,1,19,3795.19
5,29.5,16,0,0.0,1,5,1196,3,16763,0,1,14,1281.75
8,129.5,38,2,72.0,1,13,7370,10,56975,1,0,34,5012.75
7,76.0,22,3,28.0,1,13,5747,8,35568,0,1,32,3283.27
0,0.0,0,1,8.0,1,19,10001,6,36270,1,1,28,2754.24
4,98.0,20,2,4.0,0,7,2918,8,36437,1,1,23,3147.29
2,48.0,6,1,1.0,1,7,3437,3,13454,1,0,14,1278.14
1,8.0,2,2,40.0,1,6,2879,7,39170,1,0,17,2517.37
8,58.5,22,2,24.0,1,19,10297,5,19631,1,0,35,3532.25
2,12.0,6,2,16.0,0,1,47,5,32931,0,1,11,1044.71
1,8.0,2,3,49.0,0,13,5788,10,35914,1,1,29,3204.08
1,8.0,4,5,87.0,0,14,6058,1,347,0,0,21,1934.75
8,226.0,48,2,9.0,1,8,6006,2,8479,1,0,21,3273.39
7,108.5,32,4,50.0,1,6,3709,5,29999,0,0,22,3382.05
6,137.0,42,3,100.0,1,16,8298,4,23047,1,0,30,6340.32
9,114.5,28,4,76.0,0,8,4912,4,15892,1,0,26,3479.27
3,37.0,8,0,0.0,0,7,3406,2,9316,1,0,13,1124.12
